Date,Product,Units_Sold,Revenue
2022-07-12,Tablet,7,1484.51
2022-02-17,Tablet,2,1328.94
2022-04-02,Printer,17,473.0
2022-04-15,Tablet,5,620.95
2022-10-08,Laptop,8,1761.57
2022-01-21,Printer,7,937.44
2022-10-09,Printer,4,146.16
2022-12-26,Tablet,16,1359.06
2022-05-09,Tablet,2,351.57
2022-03-14,Smartphone,13,677.35
2022-06-23,Smartphone,4,234.95
2022-08-29,Laptop,8,1124.03
2022-09-18,Monitor,11,1186.07
2022-06-17,Tablet,8,1120.35
2022-05-25,Smartphone,17,199.47
2022-02-22,Monitor,12,184.02
2022-08-09,Laptop,1,750.06
2022-04-18,Tablet,7,1854.4
2022-12-05,Printer,16,1215.06
2022-12-26,Tablet,15,1371.27
2022-10-12,Printer,7,506.79
2022-03-17,Smartphone,13,1311.43
2022-05-16,Tablet,10,1218.76
2022-04-17,Printer,6,1076.39
2022-02-12,Monitor,10,1477.55
2022-08-11,Tablet,6,1129.17
2022-05-23,Tablet,6,310.56
2022-06-11,Printer,3,597.11
2022-03-31,Printer,3,1814.85
2022-12-19,Monitor,4,328.28
2022-08-16,Monitor,2,567.5
2022-10-04,Printer,15,921.21
2022-05-27,Laptop,11,477.56
2022-04-06,Monitor,14,812.19
2022-01-01,Tablet,3,919.62
2022-06-28,Monitor,6,221.2
2022-06-10,Monitor,11,911.1
2022-01-26,Smartphone,2,1021.49
2022-11-06,Printer,16,393.75
2022-02-14,Smartphone,4,1614.85
2022-06-04,Tablet,19,1872.39
2022-11-03,Printer,10,163.0
2022-01-28,Printer,16,931.53
2022-07-31,Tablet,11,1208.82
2022-01-08,Printer,6,965.41
2022-12-12,Laptop,5,1798.45
2022-01-05,Printer,17,1317.11
2022-01-11,Tablet,2,394.99
2022-12-07,Laptop,17,1935.15
2022-07-19,Monitor,11,1444.0
2022-06-03,Printer,1,182.93
2022-05-02,Smartphone,1,1683.53
2022-07-07,Tablet,17,1117.02
2022-10-29,Tablet,14,1531.27
2022-05-20,Printer,4,1637.67
2022-08-23,Laptop,3,583.46
2022-01-13,Printer,1,1890.74
2022-07-21,Smartphone,6,1148.06
2022-12-15,Printer,19,1635.01
2022-09-21,Monitor,2,1922.69
2022-04-12,Smartphone,17,1884.88
2022-07-12,Printer,2,529.45
2022-05-12,Smartphone,16,529.32
2022-12-19,Monitor,6,478.71
2022-11-07,Smartphone,3,310.96
2022-12-28,Printer,11,152.57
2022-08-01,Tablet,11,1813.04
2022-11-23,Smartphone,9,318.06
2022-02-24,Laptop,3,1402.13
2022-04-06,Tablet,7,455.45
2022-11-09,Smartphone,13,1739.24
2022-07-04,Tablet,16,760.17
2022-06-05,Monitor,17,1641.34
2022-06-03,Tablet,7,1954.65
2022-04-11,Laptop,16,632.4
2022-12-20,Printer,9,291.72
2022-03-14,Smartphone,12,1778.7
2022-11-22,Tablet,13,1193.51
2022-01-22,Laptop,6,1030.72
2022-07-20,Smartphone,6,551.84
2022-06-22,Smartphone,11,883.13
2022-05-23,Tablet,1,1769.04
2022-12-18,Smartphone,17,1270.33
2022-05-26,Monitor,8,1195.23
2022-09-24,Printer,9,145.7
2022-12-19,Smartphone,2,714.78
2022-02-03,Monitor,1,1803.32
2022-10-31,Tablet,11,1706.74
2022-03-24,Tablet,15,1205.3
2022-02-17,Smartphone,4,349.02
2022-11-28,Tablet,12,1789.8
2022-10-23,Monitor,8,1357.23
2022-07-06,Monitor,1,1915.24
2022-10-24,Laptop,16,1826.03
2022-11-16,Monitor,10,556.96
2022-07-23,Tablet,7,1074.43
2022-02-18,Laptop,6,1049.35
2022-04-28,Monitor,10,546.07
2022-07-02,Laptop,10,688.16
2022-04-02,Printer,3,1924.61
2022-09-28,Tablet,17,202.09
2022-05-12,Smartphone,8,1711.73
2022-05-16,Printer,10,1458.11
2022-11-12,Smartphone,15,235.75
2022-05-07,Monitor,8,991.92
2022-12-12,Monitor,8,785.37
2022-08-19,Tablet,13,964.92
2022-12-01,Printer,16,938.13
2022-07-31,Smartphone,15,809.05
2022-08-12,Printer,14,527.12
2022-01-10,Printer,12,1531.11
2022-03-21,Monitor,1,252.53
2022-04-22,Tablet,7,1944.13
2022-10-09,Tablet,14,1754.3
2022-10-05,Printer,14,289.36
2022-02-27,Tablet,16,890.5
2022-09-09,Printer,14,1618.18
2022-11-12,Monitor,2,1497.71
2022-11-28,Smartphone,12,1280.62
2022-06-16,Tablet,19,754.59
2022-06-30,Smartphone,17,1106.43
2022-01-02,Smartphone,12,1289.91
2022-07-15,Monitor,7,286.54
2022-02-28,Laptop,19,452.64
2022-02-26,Laptop,1,261.4
2022-07-19,Tablet,3,367.15
2022-04-18,Monitor,2,1967.64
2022-05-20,Printer,3,1443.28
2022-07-20,Monitor,2,1973.54
2022-03-16,Laptop,17,572.04
2022-08-25,Printer,8,486.73
2022-01-01,Laptop,9,1506.76
2022-12-21,Monitor,18,1602.89
2022-02-23,Printer,17,1664.07
2022-09-05,Tablet,8,1954.3
2022-10-26,Monitor,12,453.34
2022-01-07,Monitor,11,1847.03
2022-08-28,Laptop,14,967.61
2022-09-19,Laptop,15,1188.62
2022-10-03,Smartphone,4,1837.3
2022-12-10,Smartphone,9,770.87
2022-02-07,Monitor,19,1776.23
2022-07-09,Monitor,10,1026.04
2022-11-28,Smartphone,3,745.27
2022-09-16,Printer,10,480.85
2022-06-05,Smartphone,11,1863.93
2022-01-12,Printer,6,321.29
2022-09-04,Tablet,13,201.34
2022-12-02,Laptop,1,1608.29
2022-06-21,Smartphone,13,318.84
2022-01-15,Tablet,2,367.68
2022-11-07,Laptop,13,1488.25
2022-04-05,Printer,7,1059.71
2022-09-02,Monitor,14,555.48
2022-12-04,Printer,13,1575.94
2022-09-19,Monitor,16,604.16
2022-03-05,Smartphone,7,1456.5
2022-07-28,Smartphone,18,1546.39
2022-08-03,Laptop,14,1378.92
2022-02-04,Printer,12,241.22
2022-01-11,Smartphone,4,1058.46
2022-10-06,Laptop,15,328.15
2022-11-09,Printer,7,1250.77
2022-03-22,Monitor,9,1140.79
2022-03-11,Laptop,8,580.34
2022-06-14,Monitor,19,1907.71
2022-03-04,Smartphone,14,1821.1
2022-03-21,Tablet,7,1704.8
2022-01-29,Tablet,17,1213.08
2022-06-19,Printer,16,1243.45
2022-06-05,Tablet,4,398.91
2022-04-16,Monitor,12,1927.79
2022-10-01,Monitor,15,1962.62
2022-08-29,Printer,15,1574.06
2022-11-26,Printer,4,1909.79
2022-08-17,Printer,4,724.03
2022-06-02,Smartphone,8,1794.16
2022-12-22,Monitor,10,125.51
2022-10-31,Printer,10,1752.56
2022-12-09,Printer,4,640.84
2022-06-27,Smartphone,1,1385.2
2022-01-19,Smartphone,18,1423.2
2022-11-27,Printer,10,315.23
2022-02-10,Smartphone,7,443.44
2022-09-18,Printer,5,597.5
2022-09-19,Smartphone,8,1390.88
2022-10-28,Printer,16,1925.09
2022-08-18,Laptop,17,1185.64
2022-03-16,Smartphone,1,648.14
2022-07-08,Laptop,19,231.33
2022-04-22,Monitor,14,806.21
2022-12-29,Smartphone,19,502.87
2022-08-22,Printer,2,977.15
2022-06-25,Tablet,10,1391.9
2022-02-17,Tablet,2,844.0
2022-06-26,Laptop,3,758.17
2022-08-04,Laptop,19,1563.75
2022-08-20,Smartphone,11,1478.74
2022-02-18,Monitor,11,983.0
2022-04-08,Printer,17,1647.66
2022-10-27,Monitor,1,1129.03
2022-10-12,Smartphone,10,879.65
2022-10-09,Laptop,1,1909.82
2022-07-30,Printer,14,531.3
2022-05-07,Monitor,7,627.18
2022-11-13,Laptop,1,210.76
2022-10-23,Laptop,10,1439.21
2022-04-12,Printer,14,251.56
2022-01-19,Laptop,19,1925.6
2022-07-29,Monitor,19,1184.2
2022-05-22,Tablet,4,671.33
2022-10-18,Tablet,15,622.66
2022-12-04,Monitor,19,1442.77
2022-12-14,Laptop,3,1862.12
2022-05-27,Smartphone,9,606.15
2022-03-30,Laptop,10,1158.95
2022-12-01,Laptop,19,385.95
2022-08-28,Printer,5,1063.71
2022-12-09,Smartphone,9,125.02
2022-08-25,Laptop,12,945.67
2022-05-20,Smartphone,13,1550.35
2022-04-06,Smartphone,15,1714.71
2022-07-01,Laptop,11,1232.55
2022-12-14,Printer,6,1779.47
2022-08-14,Laptop,17,1671.96
2022-07-12,Tablet,18,1261.33
2022-05-18,Smartphone,13,1491.49
2022-10-10,Printer,7,487.51
2022-03-17,Tablet,19,1038.31
2022-12-22,Tablet,1,983.6
2022-09-02,Smartphone,11,1251.33
2022-12-19,Tablet,6,953.9
2022-11-20,Printer,11,657.57
2022-05-28,Tablet,5,1075.61
2022-05-25,Monitor,15,446.22
2022-04-26,Laptop,9,1858.89
2022-10-29,Laptop,13,1942.88
2022-11-30,Laptop,17,1978.15
2022-01-10,Laptop,19,870.32
2022-05-01,Tablet,17,1092.52
2022-05-28,Laptop,11,715.01
2022-08-15,Monitor,17,539.5
2022-08-07,Tablet,16,1506.62
2022-11-14,Tablet,4,1547.79
2022-03-20,Tablet,7,1417.26
2022-12-12,Printer,19,1225.01
2022-05-20,Printer,14,122.88
2022-01-24,Smartphone,2,1845.64
2022-11-05,Tablet,13,1865.95
2022-08-16,Laptop,1,1362.67
2022-10-16,Monitor,11,1689.5
2022-11-21,Monitor,18,282.82
2022-11-25,Tablet,2,1688.46
2022-12-26,Printer,18,1533.93
2022-04-10,Printer,13,592.79
2022-03-30,Tablet,6,1503.23
2022-01-07,Laptop,8,433.55
2022-12-20,Laptop,5,408.03
2022-06-20,Printer,15,478.34
2022-09-20,Tablet,4,985.34
2022-12-17,Smartphone,18,808.3
2022-11-13,Tablet,8,1759.8
2022-02-01,Tablet,3,321.84
2022-08-01,Printer,7,1323.31
2022-02-28,Smartphone,10,492.55
2022-12-01,Smartphone,16,1802.47
2022-01-30,Smartphone,11,753.21
2022-09-17,Laptop,10,1729.48
2022-02-03,Tablet,9,489.51
2022-05-17,Printer,17,572.73
2022-11-12,Monitor,8,260.94
2022-08-10,Laptop,2,176.84
2022-04-25,Printer,19,1786.02
2022-07-02,Printer,14,1838.91
2022-09-04,Tablet,14,237.04
2022-01-29,Smartphone,6,164.94
2022-11-06,Monitor,14,1507.96
2022-06-28,Printer,4,172.81
2022-10-05,Laptop,13,620.0
2022-10-03,Laptop,5,371.06
2022-10-20,Tablet,11,1012.95
2022-05-08,Smartphone,12,397.49
2022-08-21,Printer,8,1268.36
2022-11-03,Printer,14,613.54
2022-03-14,Smartphone,6,1477.5
2022-08-02,Monitor,7,673.13
2022-07-27,Printer,14,188.82
2022-11-18,Tablet,3,1773.46
2022-03-03,Laptop,2,590.58
2022-09-09,Smartphone,5,187.67
2022-02-13,Smartphone,17,1115.02
2022-10-06,Smartphone,2,1603.34
2022-12-15,Printer,15,852.8
2022-01-11,Monitor,16,248.41
2022-07-01,Monitor,1,1075.07
2022-07-02,Smartphone,17,810.09
2022-03-02,Laptop,11,101.1
2022-06-29,Printer,1,532.96
2022-05-03,Printer,6,1859.55
2022-01-22,Tablet,14,152.69
2022-01-03,Smartphone,13,1846.2
2022-08-27,Tablet,18,1406.03
2022-07-23,Printer,13,824.18
2022-11-17,Printer,18,737.18
2022-09-03,Smartphone,14,1691.74
2022-07-05,Printer,11,1987.09
2022-06-20,Tablet,19,1181.45
2022-12-12,Monitor,17,682.14
2022-03-02,Monitor,11,1363.56
2022-12-15,Laptop,3,1600.32
2022-02-22,Smartphone,18,1330.02
2022-06-10,Printer,12,122.06
2022-08-12,Printer,14,697.26
2022-01-25,Tablet,7,366.94
2022-11-02,Laptop,4,1774.9
2022-10-30,Laptop,7,610.24
2022-05-02,Tablet,7,643.74
2022-07-05,Smartphone,17,1719.26
2022-12-22,Tablet,18,1909.25
2022-03-07,Printer,11,1269.74
2022-07-26,Printer,1,528.31
2022-09-26,Monitor,12,676.22
2022-01-15,Laptop,1,1587.67
2022-01-06,Monitor,12,1239.35
2022-09-10,Smartphone,6,716.41
2022-03-26,Smartphone,15,1871.82
2022-02-11,Laptop,16,835.28
2022-08-06,Laptop,4,359.57
2022-06-12,Laptop,13,662.9
2022-08-25,Smartphone,12,181.96
2022-03-23,Smartphone,18,1201.71
2022-09-19,Monitor,2,1418.8
2022-03-19,Monitor,7,882.18
2022-10-26,Monitor,15,782.03
2022-05-28,Monitor,6,1928.49
2022-04-19,Monitor,8,809.91
2022-02-17,Monitor,17,1341.48
2022-06-04,Smartphone,18,1626.41
2022-03-17,Tablet,14,775.25
2022-05-09,Monitor,9,1857.58
2022-04-29,Smartphone,11,1494.07
2022-09-27,Smartphone,1,847.69
2022-11-19,Monitor,3,1323.49
2022-01-10,Smartphone,5,1378.9
2022-08-11,Printer,9,1871.54
2022-11-26,Laptop,13,1328.9
2022-03-06,Smartphone,3,1473.38
2022-06-27,Monitor,13,786.79
2022-06-26,Printer,2,708.28
2022-02-01,Tablet,11,1237.23
2022-12-05,Printer,1,1641.55
2022-03-06,Tablet,13,597.7
2022-01-26,Smartphone,6,796.52
2022-07-16,Laptop,11,1877.31
2022-08-18,Smartphone,5,433.53
2022-03-06,Smartphone,9,636.16
2022-08-29,Laptop,3,1676.33
2022-10-19,Smartphone,1,266.98
2022-06-01,Printer,19,210.92
2022-11-07,Printer,12,824.12
2022-07-02,Smartphone,13,1983.95
2022-03-30,Printer,2,937.89
2022-09-21,Printer,6,122.09
2022-07-08,Monitor,2,1075.01
2022-01-27,Laptop,5,713.84
2022-09-08,Printer,6,1512.2
2022-07-10,Tablet,8,351.24
2022-05-08,Monitor,2,591.04
2022-11-12,Tablet,10,1874.96
2022-05-24,Printer,4,299.72
2022-11-08,Tablet,10,1344.07
2022-06-07,Smartphone,14,1117.77
2022-08-17,Smartphone,18,724.49
2022-02-01,Laptop,13,1319.82
2022-03-20,Tablet,18,891.57
2022-10-04,Monitor,11,486.47
2022-02-25,Laptop,4,1268.56
2022-12-15,Laptop,2,1544.65
2022-02-23,Monitor,6,1936.15
2022-01-20,Printer,8,1337.74
2022-07-21,Monitor,17,1140.03
2022-08-11,Printer,16,1409.63
2022-05-09,Tablet,15,1645.68
2022-11-26,Laptop,6,1437.78
2022-05-26,Printer,7,353.99
2022-08-16,Printer,17,649.56
2022-11-11,Smartphone,18,533.62
2022-05-08,Monitor,6,306.75
2022-05-21,Monitor,9,461.42
2022-10-15,Tablet,5,1663.91
2022-03-11,Monitor,1,1689.31
2022-06-10,Laptop,1,575.81
2022-01-03,Tablet,12,517.74
2022-01-12,Laptop,15,980.61
2022-10-16,Tablet,4,206.15
2022-01-27,Tablet,8,1369.78
2022-01-13,Smartphone,3,1157.23
2022-05-03,Laptop,5,1699.1
2022-07-22,Smartphone,10,867.77
2022-09-11,Laptop,13,969.27
2022-07-22,Laptop,18,1023.99
2022-06-13,Smartphone,4,851.34
2022-12-27,Laptop,3,1735.76
2022-07-05,Smartphone,6,1913.37
2022-11-16,Printer,8,1848.51
2022-05-02,Smartphone,11,318.4
2022-06-28,Tablet,16,1814.13
2022-05-12,Laptop,19,1861.24
2022-10-27,Tablet,9,1068.25
2022-01-18,Tablet,8,1836.67
2022-01-18,Laptop,4,561.14
2022-01-06,Laptop,14,155.49
2022-07-06,Laptop,18,688.19
2022-07-10,Laptop,7,305.54
2022-02-12,Laptop,1,161.05
2022-09-07,Monitor,2,332.62
2022-07-16,Laptop,6,246.82
2022-07-22,Laptop,13,1317.7
2022-09-22,Printer,15,443.26
2022-09-24,Laptop,17,1269.11
2022-07-08,Printer,5,1128.23
2022-12-01,Printer,7,977.34
2022-09-30,Laptop,11,485.97
2022-06-27,Monitor,6,1194.94
2022-03-31,Monitor,6,1357.58
2022-09-27,Printer,14,1034.05
2022-02-08,Tablet,12,303.64
2022-04-30,Laptop,16,1284.72
2022-02-24,Laptop,1,1438.78
2022-08-28,Laptop,6,802.44
2022-09-22,Tablet,6,672.93
2022-07-10,Monitor,12,945.01
2022-10-10,Laptop,19,1303.79
2022-06-12,Smartphone,19,1919.31
2022-12-13,Smartphone,15,829.06
2022-09-02,Tablet,7,230.7
2022-11-12,Smartphone,1,239.52
2022-08-02,Laptop,12,1584.85
2022-10-13,Printer,12,431.3
2022-03-31,Smartphone,2,1230.5
2022-12-25,Monitor,10,451.5
2022-06-16,Monitor,2,1296.18
2022-06-29,Tablet,3,1036.21
2022-04-14,Tablet,8,513.15
2022-02-27,Laptop,17,721.95
2022-11-17,Smartphone,12,874.44
2022-07-23,Laptop,6,1693.11
2022-05-06,Printer,3,391.09
2022-12-11,Laptop,7,1158.45
2022-06-06,Laptop,13,1770.32
2022-09-12,Printer,9,1295.3
2022-01-28,Tablet,2,650.46
2022-07-30,Laptop,8,404.87
2022-09-23,Smartphone,16,425.2
2022-09-24,Smartphone,12,655.31
2022-09-11,Laptop,8,1785.4
2022-07-07,Printer,13,1293.67
2022-01-30,Laptop,1,980.04
2022-11-01,Tablet,11,760.04
2022-07-07,Smartphone,8,577.06
2022-10-11,Smartphone,19,313.55
2022-10-03,Printer,14,598.72
2022-07-06,Smartphone,13,1810.06
2022-05-13,Laptop,5,158.09
2022-01-30,Monitor,19,1936.17
2022-06-10,Laptop,12,130.22
2022-05-18,Monitor,7,1862.06
2022-12-13,Monitor,1,507.17
2022-11-28,Monitor,3,408.41
2022-03-07,Laptop,14,1485.59
2022-08-10,Tablet,11,1130.12
2022-07-07,Smartphone,8,1727.36
2022-02-06,Laptop,16,1463.31
2022-07-25,Monitor,10,1348.79
2022-02-26,Laptop,16,1300.64
2022-03-08,Printer,11,424.47
2022-01-28,Printer,3,1336.31
2022-05-22,Laptop,5,1189.51
2022-05-19,Monitor,13,868.54
2022-08-20,Smartphone,4,1760.11
2022-04-17,Smartphone,3,1496.89
2022-05-17,Printer,13,928.64
2022-06-13,Monitor,18,1861.78
2022-05-27,Laptop,2,615.53
2022-09-30,Printer,8,365.74
2022-10-31,Smartphone,9,681.58
2022-06-28,Laptop,4,797.25
2022-03-28,Smartphone,15,1309.51
2022-03-17,Monitor,5,1737.46
2022-12-11,Printer,18,1228.84
2022-03-19,Tablet,6,582.82
2022-02-27,Monitor,12,304.2
2022-08-11,Printer,10,450.24
2022-07-22,Tablet,8,1767.59
2022-12-29,Monitor,2,1409.83
2022-03-03,Monitor,13,888.57
2022-05-23,Laptop,4,542.6
2022-03-08,Smartphone,17,1720.05
2022-05-06,Laptop,10,290.44
2022-11-05,Laptop,5,643.23
2022-05-25,Printer,18,552.28
2022-07-22,Smartphone,4,1666.58
2022-09-10,Tablet,11,1756.6
2022-04-20,Printer,11,1571.71
2022-05-28,Monitor,10,1413.82
2022-05-07,Laptop,17,1670.31
2022-12-18,Smartphone,18,925.35
2022-05-01,Smartphone,1,1132.91
2022-12-07,Printer,12,1046.06
2022-01-31,Printer,5,1098.13
2022-09-30,Laptop,15,869.32
2022-12-11,Smartphone,17,1202.81
2022-02-10,Monitor,7,1137.04
2022-07-23,Printer,2,308.58
2022-02-18,Monitor,15,508.82
2022-03-31,Smartphone,6,1003.45
2022-08-16,Laptop,6,626.84
2022-11-07,Smartphone,11,927.6
2022-02-01,Laptop,17,575.33
2022-06-28,Laptop,2,670.12
2022-12-12,Printer,1,839.48
2022-07-16,Tablet,12,300.89
2022-08-23,Monitor,19,624.12
2022-10-21,Printer,10,798.15
2022-03-18,Laptop,14,1112.95
2022-10-02,Tablet,17,366.81
2022-09-19,Laptop,8,1421.12
2022-05-02,Smartphone,16,502.92
2022-05-04,Smartphone,17,1477.72
2022-02-14,Printer,10,213.81
2022-01-16,Printer,15,1024.89
2022-12-15,Laptop,8,696.63
2022-07-29,Printer,15,670.33
2022-06-09,Printer,16,800.49
2022-10-12,Smartphone,16,1633.6
2022-02-21,Smartphone,4,1552.88
2022-03-22,Tablet,5,1792.45
2022-12-28,Printer,3,169.81
2022-11-21,Smartphone,4,1968.4
2022-12-18,Smartphone,7,544.33
2022-10-12,Smartphone,15,1328.33
2022-12-15,Tablet,17,340.95
2022-03-09,Printer,11,141.88
2022-02-13,Monitor,11,878.21
2022-10-08,Smartphone,12,1939.14
2022-05-30,Laptop,2,939.29
2022-06-19,Laptop,11,909.07
2022-03-16,Monitor,2,913.12
2022-01-08,Smartphone,13,1710.52
2022-06-21,Monitor,17,822.63
2022-05-05,Printer,13,1851.14
2022-08-02,Laptop,19,696.44
2022-10-10,Smartphone,8,625.91
2022-05-19,Printer,1,488.61
2022-06-04,Printer,6,1349.5
2022-05-15,Printer,7,746.69
2022-12-13,Monitor,17,761.28
2022-07-04,Printer,1,1178.67
2022-08-05,Tablet,2,257.89
2022-06-16,Tablet,1,820.72
2022-11-03,Monitor,19,1182.56
2022-10-04,Monitor,1,873.68
2022-03-31,Laptop,17,867.95
2022-08-07,Smartphone,9,759.78
2022-06-28,Monitor,11,1387.18
2022-04-19,Tablet,16,1662.46
2022-04-27,Smartphone,15,360.47
2022-09-30,Monitor,17,214.67
2022-04-16,Printer,5,1061.86
2022-10-11,Monitor,16,1375.34
2022-08-19,Tablet,8,1050.96
2022-05-27,Smartphone,19,522.85
2022-11-08,Printer,2,1265.0
2022-01-21,Printer,5,720.49
2022-10-03,Tablet,19,166.4
2022-12-13,Printer,7,755.42
2022-06-21,Tablet,9,1821.45
2022-01-31,Monitor,13,1704.85
2022-01-09,Tablet,13,1598.45
2022-11-02,Tablet,1,1729.06
2022-12-03,Monitor,9,892.25
2022-02-01,Laptop,9,387.38
2022-07-21,Printer,12,513.84
2022-06-29,Tablet,9,129.06
2022-07-16,Monitor,1,1223.18
2022-07-24,Tablet,3,944.69
2022-01-27,Tablet,8,1023.28
2022-01-02,Laptop,3,338.88
2022-09-14,Printer,5,1390.88
2022-09-21,Monitor,16,1706.18
2022-03-10,Smartphone,4,113.18
2022-07-13,Monitor,19,1678.26
2022-09-03,Monitor,4,1916.62
2022-10-31,Tablet,14,974.02
2022-04-26,Printer,19,686.34
2022-04-27,Laptop,12,1991.3
2022-12-03,Tablet,16,633.66
2022-05-05,Tablet,13,1067.95
2022-02-02,Printer,15,1432.79
2022-04-02,Tablet,1,1044.37
2022-09-08,Laptop,2,1759.37
2022-07-11,Monitor,15,1270.0
2022-12-04,Laptop,9,1593.62
2022-01-23,Laptop,1,1299.63
2022-03-23,Monitor,7,319.88
2022-07-22,Smartphone,1,1582.93
2022-02-12,Smartphone,11,1524.65
2022-04-17,Smartphone,19,877.34
2022-03-15,Tablet,8,803.31
2022-12-22,Printer,15,1502.43
2022-07-20,Tablet,18,687.13
2022-12-28,Tablet,1,377.24
2022-03-18,Laptop,9,1660.06
2022-01-19,Smartphone,5,1386.95
2022-11-28,Laptop,11,466.37
2022-05-13,Tablet,6,1355.98
2022-07-02,Tablet,12,623.09
2022-03-03,Monitor,11,938.48
2022-05-13,Laptop,16,1897.42
2022-05-01,Laptop,15,1626.19
2022-05-15,Tablet,14,207.2
2022-09-12,Laptop,3,1401.37
2022-12-30,Printer,17,152.37
2022-11-30,Smartphone,8,820.4
2022-02-02,Tablet,4,1251.92
2022-01-06,Printer,13,1441.65
2022-03-23,Printer,6,237.02
2022-05-14,Monitor,2,1476.7
2022-02-20,Smartphone,15,804.62
2022-08-10,Printer,19,1006.55
2022-09-25,Printer,7,1470.97
2022-07-22,Monitor,15,1834.25
2022-05-02,Monitor,16,1648.2
2022-05-12,Printer,3,937.31
2022-09-14,Smartphone,19,1265.63
2022-02-21,Tablet,19,393.63
2022-09-12,Laptop,13,1254.58
2022-08-18,Laptop,14,1950.91
2022-11-05,Printer,9,617.62
2022-12-15,Tablet,18,1512.3
2022-09-27,Monitor,17,1685.14
2022-04-15,Laptop,13,1446.33
2022-06-08,Printer,16,1019.78
2022-06-18,Smartphone,3,404.57
2022-05-15,Tablet,18,1744.57
2022-03-02,Monitor,16,1120.46
2022-09-28,Laptop,17,717.87
2022-04-16,Tablet,8,1377.32
2022-09-22,Tablet,7,792.21
2022-11-12,Smartphone,19,945.37
2022-11-08,Tablet,13,1834.44
2022-12-07,Smartphone,18,1410.58
2022-04-15,Laptop,9,460.97
2022-03-29,Printer,16,243.57
2022-01-07,Smartphone,2,970.58
2022-01-24,Printer,16,689.41
2022-02-26,Printer,7,1228.23
2022-08-03,Tablet,4,925.72
2022-11-16,Monitor,2,1627.08
2022-01-25,Smartphone,3,1449.9
2022-02-23,Smartphone,4,101.72
2022-03-27,Monitor,5,1868.12
2022-10-17,Smartphone,5,1524.43
2022-09-14,Printer,11,234.32
2022-09-08,Monitor,7,1698.0
2022-12-30,Laptop,3,1998.88
2022-02-06,Monitor,15,765.87
2022-10-13,Laptop,3,235.22
2022-04-24,Printer,3,1119.0
2022-08-31,Tablet,15,502.95
2022-07-07,Printer,4,344.48
2022-05-10,Monitor,15,883.94
2022-10-31,Monitor,5,776.56
2022-08-03,Tablet,2,1836.61
2022-12-24,Smartphone,9,803.63
2022-01-24,Smartphone,9,736.64
2022-09-06,Tablet,16,973.2
2022-08-15,Smartphone,7,1125.02
2022-07-19,Monitor,2,1385.32
2022-05-26,Laptop,6,1141.87
2022-10-03,Smartphone,16,595.81
2022-11-20,Smartphone,18,1791.41
2022-01-08,Smartphone,17,998.94
2022-12-12,Laptop,16,784.35
2022-02-25,Tablet,14,572.75
2022-03-02,Printer,16,175.12
2022-02-08,Printer,5,1824.09
2022-10-01,Tablet,14,850.21
2022-04-07,Smartphone,3,427.63
2022-11-11,Tablet,15,464.36
2022-05-26,Laptop,2,975.73
2022-04-08,Printer,4,1684.52
2022-09-12,Tablet,10,1722.6
2022-07-30,Printer,13,1216.97
2022-02-11,Printer,17,1087.58
2022-02-22,Tablet,4,1860.23
2022-02-02,Smartphone,17,744.59
2022-10-04,Laptop,14,189.21
2022-05-22,Printer,4,422.08
2022-10-16,Printer,7,1102.25
2022-05-10,Monitor,16,330.29
2022-10-23,Smartphone,1,770.19
2022-02-19,Laptop,4,1319.66
2022-03-04,Printer,15,586.28
2022-04-20,Smartphone,5,1430.86
2022-12-16,Laptop,14,1566.22
2022-11-16,Smartphone,17,587.67
2022-06-27,Laptop,5,1984.94
2022-09-01,Monitor,19,661.72
2022-03-26,Monitor,1,1556.99
2022-04-24,Monitor,9,1861.17
2022-04-26,Laptop,9,1356.96
2022-05-31,Tablet,17,1788.21
2022-02-06,Monitor,1,476.5
2022-03-13,Laptop,17,977.85
2022-05-18,Tablet,6,272.58
2022-10-16,Printer,8,634.16
2022-01-17,Monitor,2,1835.11
2022-10-07,Printer,19,434.02
2022-06-26,Tablet,1,1476.22
2022-08-22,Laptop,14,1747.86
2022-08-30,Tablet,19,1800.47
2022-01-30,Smartphone,17,572.3
2022-03-06,Monitor,2,203.16
2022-03-22,Tablet,9,1178.73
2022-10-11,Printer,16,876.09
2022-01-13,Tablet,10,853.47
2022-07-04,Tablet,6,207.08
2022-05-18,Monitor,16,864.92
2022-07-12,Smartphone,15,1102.79
2022-12-06,Laptop,19,1674.09
2022-11-15,Smartphone,2,503.63
2022-01-26,Monitor,15,1255.73
2022-08-25,Smartphone,17,1864.25
2022-04-27,Tablet,11,823.18
2022-02-07,Laptop,4,1131.16
2022-11-06,Tablet,2,367.12
2022-02-14,Laptop,12,559.07
2022-07-05,Laptop,6,618.02
2022-06-18,Smartphone,13,385.17
2022-06-22,Monitor,13,258.35
2022-08-07,Printer,12,166.83
2022-03-17,Smartphone,7,619.93
2022-07-23,Printer,6,740.9
2022-11-10,Monitor,12,1739.16
2022-03-20,Tablet,8,279.91
2022-07-31,Monitor,3,831.74
2022-05-18,Monitor,1,491.7
2022-09-06,Smartphone,17,1364.73
2022-08-26,Monitor,18,862.93
2022-03-31,Monitor,18,149.96
2022-07-21,Smartphone,6,1199.9
2022-11-13,Tablet,10,290.04
2022-04-30,Printer,17,1921.67
2022-01-11,Smartphone,12,108.31
2022-07-22,Monitor,12,1541.54
